"subsample","n_total","alpha","xmin","p","n_tail"
"1",379,2.6154287436742,7.18,0.329,95.396
"10",160,2.21219307708467,3.204,0.438,78.829
"100",55,2.41744255688873,2.756,0.242,31.018
"1000",46,3.13783272481739,4.502,0.2,21.587
"1001",66,2.85105152709559,4.973,0.849,31.24
"1002",24,1.79318048730676,1.326,0.569,22.491
"1003",84,2.61973331851326,5.361,0.389,33.326
"1004",30,1.73553919174184,1.272,0.312,28.285
"1005",94,2.57354730923238,3.281,0.065,42.735
"1006",123,2.457643476472,3.277,0.265,57.526
"1007",93,2.33673781311541,3.187,0.264,46.5
"1008",108,2.27728449402757,3.181,0.217,52.124
"1009",63,1.79850917255547,1.145,0.164,59.853
"101",46,1.90577629114771,2.36,0.157,32.081
"1010",10,2.02969609254084,1.358,0.278,9.36363636363636
"1011",31,2.05301751427124,2.167,0.14,22.207
"1012",71,2.16840900512901,3.195,0.155,39.309
"1013",54,2.29470611026365,2.376,0.186,36.577
"1014",139,2.26252209198472,3.308,0.596,67.528
"1015",88,2.10219947186687,2.4,0.045,58.68
"1016",379,2.13643531550357,3.419,0.053,162.708
"1017",78,2.43980568822236,3.058,0.407,39.885
"1018",78,2.37009495179224,3.011,0.409,38.932
"1019",25,1.98687142623641,2.284,0.31,18.747
"102",66,1.97264552669983,2.484,0.1,44.607
"1020",92,2.60662986131399,4.486,0.72,38.014
"1021",92,1.98556838204096,2.41,0.035,62.365
"1022",51,2.65672313314463,3.728,0.68,32.692
"1023",22,2.55538053217376,3.427,0.84,13.927
"1024",46,2.42277159859254,2.96,0.887,26.062
"1025",160,2.40528950164179,4.683,0.176,61.488
"1026",29,2.58142852670867,3.153,0.892,17.467
"1027",133,2.1764657601302,2.293,0.016,85.692
"1028",55,2.09369169790608,2.349,0.501,36.223
"1029",46,2.59615729991004,4.093,0.092,24.001
"103",24,2.65255458003512,3.209,0.451,15.098
"1030",66,1.82579041272293,1.116,0.474,63.4
"1031",24,2.78063881191182,3.792,0.641,16.194
"1032",84,2.11688263102692,2.333,0.164,57.827
"1033",30,2.28163272792064,2.395,0.427,22.117
"1034",94,2.65960069401718,5.977,0.737,38.646
"1035",123,2.59559877000744,6.651,0.522,44.024
"1036",93,2.28752746499255,5.205,0.523,40.698
"1037",108,2.7496078215775,3.325,0.616,57.13
"1038",63,2.75023084833471,4.138,0.29,28.174
"1039",10,2.1993609480841,2.476,0.816,8.199
"104",84,2.18117149639608,2.298,0.057,54.224
"1040",31,1.85898794407354,1.247,0.502,29.059
"1041",71,2.09167552194349,3.417,0.955,38.268
"1042",54,1.9646846149314,2.142,0.096,37.083
"1043",139,2.02453195856517,2.348,0.005,85.899
"1044",88,2.31732999349208,3.034,0.261,45.66
"1045",379,2.39413347497103,5.534,0.426,114.123
"1046",78,3.35351641107022,5.391,0.269,26.432
"1047",78,2.17505649060114,3.044,0.41,41.361
"1048",25,3.86609432994649,4.26,0.308,12.431
"1049",92,2.76606197694659,4.372,0.666,35.088
"105",30,2.18074317583222,2.7,0.427,19.948
"1050",92,2.25704911458017,3.269,0.919,45.055
"1051",51,2.91881669784068,4.767,0.623,23.054
"1052",22,2.2170749663693,2.569,0.487,16.502
"1053",46,2.81293432926493,3.932,0.975,22.044
"1054",160,2.89899163920635,5.614,0.742,55.696
"1055",29,2.0229983662404,2.999,0.411,19.782
"1056",133,2.05282957413407,2.343,0.075,90.781
"1057",55,2.91353378784041,3.573,0.601,29.332
"1058",46,2.19351388880982,2.576,0.459,30.951
"1059",66,3.00532077803815,5.237,0.047,25.7
"106",94,2.61292044228723,4.3,0.793,38.565
"1060",24,1.72542737723772,1.384,0.256,22.382
"1061",84,2.29977637666383,5.025,0.434,38.5
"1062",30,2.3363337030163,2.419,0.238,21.282
"1063",94,2.24049924964947,2.957,0.908,49.782
"1064",123,2.2546792595573,3.457,0.861,61.679
"1065",93,2.2465013439514,4.613,0.626,41.416
"1066",108,1.94415233061345,2.421,0.032,71.058
"1067",63,2.72838137281021,5.719,0.73,32.064
"1068",10,3.04756435321501,2.447,0.297,7.62751004016064
"1069",31,1.71456044774878,1.341,0.058,28.951
"107",123,2.03457011383853,2.298,0.118,85.789
"1070",71,2.62171095522989,3.168,0.82,33.096
"1071",54,3.35912902674269,4.133,0.585,21.657
"1072",139,1.92607048870638,2.438,0.119,93.585
"1073",88,2.10213963930559,2.036,0.054,55.862
"1074",379,2.52781718499084,5.755,0.824,108.724
"1075",78,2.3049109137744,3.293,0.463,40.004
"1076",78,2.1077718275461,3.08,0.245,43.168
"1077",25,2.17918167440611,1.123,0.106,23.810621242485
"1078",92,3.02674074346082,5.815,0.08,34.178
"1079",92,2.85091237089821,5.866,0.558,34.158
"108",93,2.04677839346608,2.349,0.408,57.388
"1080",51,2.35073485135891,2.321,0.208,33.178
"1081",22,2.49688852052173,2.217,0.682,15.596
"1082",46,3.10300180609039,4.922,0.874,20.292
"1083",160,2.20671315632569,4.085,0.554,71.906
"1084",29,2.29455626081534,2.246,0.431,19.986
"1085",133,2.05210328785716,2.315,0.151,84.004
"1086",55,2.03821768343549,2.565,0.248,35.625
"1087",46,2.35645009828026,2.763,0.582,27.151
"1088",66,1.99022876163257,2.419,0.067,44.207
"1089",24,2.35497842521639,2.551,0.456,16.467
"109",108,2.88602463606316,5.383,0.285,36.807
"1090",84,2.0950951123797,3.134,0.674,45.275
"1091",30,2.25125143841244,2.397,0.353,20.768
"1092",94,2.9518138399139,5.817,0.455,38.877
"1093",123,2.08225753579629,3.356,0.284,60.038
"1094",93,2.13226425477911,3.832,0.956,48.447
"1095",108,2.02726187895011,2.377,0.145,69.33
"1096",63,2.11610923395345,4.084,0.364,35.528
"1097",10,2.05667836259983,1.146,0.498,9.60480349344978
"1098",31,2.20870994862061,2.323,0.109,21.297
"1099",71,2.47149198430093,3.535,0.876,34.595
"11",29,2.65182948429375,4.197,0.763,16.172
"110",63,2.3878966435802,2.272,0.504,43.203
"1100",54,2.21315016332881,2.37,0.297,35.851
"1101",139,2.05815777614985,2.324,0.445,91.369
"1102",88,2.42745336277215,3.819,0.139,40.475
"1103",379,2.2222562478036,4.865,0.113,141.052
"1104",78,2.37869222000877,2.942,0.734,39.041
"1105",78,2.1522655220606,2.755,0.729,44.575
"1106",25,3.96669827397941,3.752,0.92,12.626
"1107",92,2.89025438902577,4.959,0.335,35.379
"1108",92,2.11215965616112,3.184,0.629,53.477
"1109",51,2.11990395665221,2.389,0.31,33.981
"111",10,3.17400058828725,3.192,0.665,7.259
"1110",22,2.66737016419815,2.244,0.233,15.319
"1111",46,2.11012967968032,3.268,0.262,27.877
"1112",160,2.40822153754311,5.798,0.787,59.165
"1113",29,2.59788443170408,3.285,0.703,16.912
"1114",133,2.51854182496816,4.316,0.183,50.512
"1115",55,4.42000406335369,4.458,0.905,20.302
"1116",46,2.95752603714361,4.195,0.013,21.69
"1117",66,2.65142648492657,4.646,0.492,32.787
"1118",24,3.5229035920099,2.969,0.78,13.355
"1119",84,2.05911929091724,4.526,0.439,41.559
"112",31,2.53444700888715,4.689,0.623,19.808
"1120",30,3.42801789213965,4.661,0.504,16.886
"1121",94,1.67764971444402,1.2,0,88.651
"1122",123,2.20896918693941,3.271,0.045,64.759
"1123",93,4.03559354283816,5.582,0.895,42.533
"1124",108,1.95908378653189,2.363,0.09,70.047
"1125",63,5.55232178240362,6.607,0.822,20.309
"1126",10,2.38300167042233,2.64,0.452,8.32665330661323
"1127",31,3.21021579562234,4.411,0.256,16.388
"1128",71,2.00721372495981,2.401,0.474,45.646
"1129",54,2.23058638618224,4.175,0.217,29.487
"113",71,2.07423626814331,2.435,0.006,50.28
"1130",139,3.15357919033399,4.692,0.11,43.781
"1131",88,1.94263341701547,2.435,0.133,64.123
"1132",379,1.96235707051887,2.288,0,233.464
"1133",78,1.9072516697098,2.146,0.449,52.219
"1134",78,2.07300971235761,2.916,0.322,46.028
"1135",25,2.06390630725729,2.118,0.534,18.853
"1136",92,3.05601742319687,5.501,0.236,31.874
"1137",92,2.61519095799553,5.014,0.99,35.923
"1138",51,3.06072327138125,4.388,0.527,22.498
"1139",22,2.59554295667564,2.338,0.029,15.83
"114",54,2.20402180011042,4.671,0.65,29.974
"1140",46,2.53252344226666,2.282,0.414,29.005
"1141",160,2.14216968617368,4.281,0.015,66.189
"1142",29,2.47872256352269,2.338,0.689,19.122
"1143",133,1.92753991902326,2.451,0.037,84.766
"1144",55,2.02233083549802,2.2,0.12,36.642
"1145",46,2.6584432381475,3.478,0.588,24.085
"1146",66,2.12166139993997,2.341,0.111,44.278
"1147",24,2.58404639673213,3.516,0.847,15.646
"1148",84,1.96036971395671,2.364,0.06,53.901
"1149",30,1.65760927839868,1.371,0.202,28.137
"115",139,2.54309101189657,4.329,0.407,52.819
"1150",94,2.45560348631811,4.666,0.13,40.73
"1151",123,2.90554301689895,6.096,0.233,37.804
"1152",93,2.5761396925637,3.246,0.933,45.585
"1153",108,2.12841858445053,3.13,0.146,56.858
"1154",63,2.2412788548959,3.126,0.401,34.537
"1155",10,1.98230770448281,1.378,0.207,9.35942327497425
"1156",31,2.42049641689302,3.441,0.351,19.393
"1157",71,3.0339008173083,7.636,0.243,28.245
"1158",54,2.91165956630027,4.571,0.257,25.974
"1159",139,2.28911404041188,3.358,0.595,72.373
"116",88,2.36807272808814,2.774,0.715,43.947
"1160",88,2.12255992467687,3.562,0.19,46.713
"1161",379,2.41734606296572,6.44,0.341,117.368
"1162",78,2.83638433058441,5.302,0.662,30.691
"1163",78,2.13789722368777,2.289,0.063,48.358
"1164",25,2.32343132397044,3.589,0.636,16.109
"1165",92,2.27530982420931,4.844,0.553,40.065
"1166",92,2.10010494583383,3.083,0.789,51.237
"1167",51,2.20894578420078,2.331,0.164,33.527
"1168",22,1.97849054458979,1.256,0.002,20.521
"1169",46,3.37763611347568,4.453,0.649,20.88
"117",379,2.38351307424041,5.416,0.952,112.486
"1170",160,2.40898014675513,4.127,0.07,65.725
"1171",29,3.13237572836253,3.315,0.451,16.003
"1172",133,2.14228117996436,2.281,0.051,80.311
"1173",55,3.03071371327375,4.212,0.099,24.558
"1174",46,3.0364579498895,5.444,0.625,20.803
"1175",66,2.44213430103646,3.509,0.255,34.602
"1176",24,2.44372200450457,2.996,0.365,15.494
"1177",84,2.3391465309016,3.647,0.205,44.402
"1178",30,3.24084387393523,4.883,0.364,15.083
"1179",94,2.7726775364868,5.904,0.429,36.516
"118",78,2.011568776031,2.201,0.22,49.205
"1180",123,2.44565133454577,4.711,0.419,63.448
"1181",93,2.42882817140387,3.402,0.613,49.463
"1182",108,2.26780705409832,4.11,0.113,51.018
"1183",63,1.77015405031402,1.186,0.163,59.917
"1184",10,3.33807131631427,3.564,0.872,6.98598598598599
"1185",31,2.06953943488278,2.472,0.424,23.075
"1186",71,2.39560772465929,3.253,0.501,36.382
"1187",54,2.66653210100705,4.115,0.647,25.715
"1188",139,2.02636287776741,2.342,0.455,80.8
"1189",88,2.26941804254236,3.188,0.867,45.853
"119",78,1.98947514221863,2.485,0.113,52.755
"1190",379,2.08640017081329,3.261,0.101,171.277
"1191",78,2.16732183477263,3.473,0.065,40.205
"1192",78,1.93300901326994,2.464,0.311,54.573
"1193",25,3.82564314557588,4.134,0.843,12.461
"1194",92,2.28720832469104,2.336,0.391,56.369
"1195",92,2.37289658262563,3.828,0.628,41.666
"1196",51,2.45808925777701,3.739,0.474,25.65
"1197",22,2.11900217833092,2.024,0.581,16.991
"1198",46,1.85874151885789,2.648,0.51,32.691
"1199",160,2.47012255233506,4.763,0.326,60.286
"12",133,2.15962561364513,3.236,0.782,66.015
"120",25,1.69884026680764,1.496,0.311,23.393
"1200",29,2.52444672405459,2.214,0.914,19.131
"1201",133,2.03471297323246,2.294,0.011,89.451
"1202",55,1.87415370630754,2.103,0.619,39.225
"1203",46,2.12303561439153,3.248,0.92,27.442
"1204",66,2.82388442127357,3.302,0.078,30.555
"1205",24,1.57879740824188,1.679,0.104,22.185
"1206",84,1.98583055800612,2.383,0.11,55.316
"1207",30,2.35805031987497,2.179,0.72,20.184
"1208",94,3.04295427524977,6.232,0.253,37.42
"1209",123,2.53862407779247,3.345,0.587,56.271
"121",92,2.27078955934515,3.622,0.312,46.476
"1210",93,2.10327807881559,2.249,0.8,55.867
"1211",108,2.92223507124353,4.067,0.857,46.613
"1212",63,2.69876759076265,3.886,0.208,29.092
"1213",10,2.06051898122669,1.228,0.738,9.45659163987138
"1214",31,1.68694807728722,1.332,0.534,28.847
"1215",71,2.42213279062138,3.426,0.09,37.779
"1216",54,2.17231620183252,2.431,0.066,34.992
"1217",139,2.23514676748263,4.029,0.354,60.273
"1218",88,1.98015890693764,2.362,0.006,55.632
"1219",379,2.71995302453493,7.764,0.683,90.491
"122",92,3.78999850649815,6.504,0.376,26.593
"1220",78,2.50923617395915,6.307,0.046,33.276
"1221",78,2.25155232672604,3.451,0.432,40.182
"1222",25,2.35733290749165,2.107,0.633,17.627
"1223",92,2.53223960314215,5.151,0.271,41.987
"1224",92,2.34517692325316,4.349,0.824,43.421
"1225",51,2.85898695870176,5.11,0.929,25.719
"1226",22,2.93820620037712,2.788,0.617,13.352
"1227",46,1.75692117879131,1.256,0.054,43.262
"1228",160,2.41813510996967,3.373,0.316,74.869
"1229",29,1.68034026730694,1.376,0.087,26.89
"123",51,2.08301122888282,2.421,0.071,34.912
"1230",133,2.23147123405296,3.535,0.318,65.65
"1231",55,2.14283655483759,3.063,0.708,31.663
"1232",46,2.22441102153792,3.183,0.959,26.864
"1233",66,2.42576955234553,3.424,0.184,32.686
"1234",24,2.67902716769784,2.318,0.127,17.518
"1235",84,2.31365165965264,2.972,0.696,47.405
"1236",30,3.18272736508797,3.434,0.526,17.923
"1237",94,2.50809245601551,3.546,0.82,46.976
"1238",123,2.41688335861104,5.386,0.501,47.23
"1239",93,2.17962601982374,3.121,0.123,57.103
"124",22,3.01886865935021,5.681,0.752,12.205
"1240",108,2.11690041956336,2.693,0.554,67.241
"1241",63,2.04148829295216,2.414,0.635,40.798
"1242",10,4.60749741973678,6.525,0.596,6.67067067067067
"1243",31,2.02712531278066,3.699,0.649,20.393
"1244",71,2.11657731415504,2.307,0.224,43.767
"1245",54,2.1002344116625,2.342,0.388,36.216
"1246",139,2.36385586772846,3.249,0.214,65.267
"1247",88,2.44975957648179,3.487,0.445,42.885
"1248",379,2.14081697795734,3.526,0.018,172.208
"1249",78,2.46325211943761,3.854,0.55,36.901
"125",46,2.57253527025123,4.703,0.16,22.478
"1250",78,2.2086799699543,2.893,0.466,46.194
"1251",25,3.15030930021196,3.99,0.529,13.795
"1252",92,2.13741270657968,3.701,0.51,47.866
"1253",92,1.98361627161413,2.367,0.245,68.744
"1254",51,1.76501726849472,1.171,0.028,48.662
"1255",22,2.068506915654,3.264,0.367,15.314
"1256",46,2.37036603935048,3.562,0.689,25.171
"1257",160,2.13636774224524,2.253,0.316,96.887
"1258",29,2.44610845553527,2.319,0.695,20.41
"1259",133,3.12448615799036,6.002,0.933,51.591
"126",160,2.26958797424954,4.175,0.071,66.433
"1260",55,2.94984471545717,3.739,0.217,25.259
"1261",46,2.49331721918634,2.649,0.911,29.222
"1262",66,2.11833814373487,2.359,0.882,43.538
"1263",24,2.20708245951388,2.05,0.58,17.683
"1264",84,2.45614171037092,4.305,0.465,36.421
"1265",30,2.9442296077907,3.344,0.956,17.194
"1266",94,2.00791542478054,2.415,0.13,61.139
"1267",123,1.94745866671435,2.4,0.071,79.929
"1268",93,2.43224081288017,3.464,0.149,46.779
"1269",108,2.57885619279252,3.114,0.584,52.151
"127",29,1.77299149672119,1.306,0.314,27.081
"1270",63,2.90852622313051,3.416,0.248,31.414
"1271",10,3.12026823514733,2.517,0.312,7.92929292929293
"1272",31,3.15788497360926,5.067,0.528,16.145
"1273",71,2.59832958844648,3.658,0.594,35.542
"1274",54,2.06460995110126,3.141,0.527,31.948
"1275",139,2.24841483058973,3.683,0.297,63.718
"1276",88,2.23559289482778,3.802,0.342,41.962
"1277",379,2.60163814214904,6.444,0.547,97.986
"1278",78,2.17031579830723,2.633,0.215,45.877
"1279",78,2.0601060987264,3.788,0.171,43.016
"128",133,2.13778932122205,3.417,0.594,63.405
"1280",25,1.95954014659368,2.242,0.025,18.952
"1281",92,2.39823819356229,2.62,0.609,56.198
"1282",92,1.9549763008657,2.353,0.661,57.697
"1283",51,2.31924433137767,3.043,0.677,28.631
"1284",22,2.15376048321481,2.416,0.244,16.325
"1285",46,1.91996115018183,2.256,0.456,32.418
"1286",160,2.07270695141935,2.263,0.033,104.296
"1287",29,2.33071930998114,5.84,0.745,16.501
"1288",133,2.60187264765607,4.612,0.902,51.739
"1289",55,2.72948716683438,3.847,0.531,26.004
"129",55,2.17016388466575,2.333,0.329,36.027
"1290",46,2.45518543048525,6.055,0.397,23.904
"1291",66,2.28701244660209,2.301,0.7,43.609
"1292",24,1.73395489059238,1.348,0.356,22.459
"1293",84,3.26990905915634,7.335,0.626,31.382
"1294",30,1.80176138304971,1.283,0.052,28.201
"1295",94,2.49096980224888,3.43,0.01,42.811
"1296",123,2.27990191762212,3.274,0.156,59.23
"1297",93,2.29512634640161,3.249,0.945,48.155
"1298",108,2.34075123153073,4.078,0.032,47.53
"1299",63,2.37254616380892,3.19,0.428,33.158
"13",55,2.20390877395404,2.453,0.568,33.872
"130",46,1.83353703584357,1.18,0.348,43.608
"1300",10,3.29596227410352,5.129,0.3,7.57560483870968
"1301",31,2.33035020625305,3.038,0.473,19.844
"1302",71,2.31339002618442,5.278,0.351,37.585
"1303",54,2.35270123012213,2.615,0.54,30.647
"1304",139,2.332507700561,4.052,0.462,60.853
"1305",88,2.80254387942626,5.058,0.098,32.996
"1306",379,2.32947296550747,4.185,0.452,153.093
"1307",78,2.6751521624068,5.433,0.286,32.73
"1308",78,2.64549010692259,3.42,0.478,43.462
"1309",25,2.83267350287356,3.116,0.642,14.648
"131",66,2.82580504806377,4.391,0.192,28.536
"1310",92,2.4139158105064,4.881,0.383,37.623
"1311",92,1.91704009465425,2.439,0.039,60.481
"1312",51,1.99992442356413,3.666,0.459,30.652
"1313",22,2.74491685450869,2.217,0.589,15.27
"1314",46,2.02326280989268,2.192,0.615,31.565
"1315",160,2.2309323843665,3.335,0.06,79.412
"1316",29,2.85025239628598,4.467,0.455,16.177
"1317",133,2.00943830333902,2.321,0.377,82.482
"1318",55,2.7828918499611,4.184,0.23,25.962
"1319",46,1.750394293193,1.236,0.266,43.323
"132",24,2.37519527428966,2.998,0.252,15.691
"1320",66,3.62895586562003,4.114,0.578,25.57
"1321",24,2.34347521818542,2.534,0.825,18.032
"1322",84,2.25676997826162,3.294,0.329,43.249
"1323",30,3.01436746926731,3.895,0.409,15.461
"1324",94,2.87210566237107,4.308,0.413,36.92
"1325",123,2.31438831880017,4.06,0.304,51.315
"1326",93,2.33838920632552,3.377,0.931,49.451
"1327",108,2.34204642037402,3.43,0.972,54.969
"1328",63,2.36224405137831,5.13,0.73,30.099
"1329",10,1.8970439950297,1.694,0.313,9.21493440968719
"133",84,2.31740121493852,3.297,0.557,44.706
"1330",31,2.01559899784683,2.085,0.932,22.877
"1331",71,1.63862431272415,1.28,0.025,66.33
"1332",54,2.62198897832403,3.704,0.503,27.935
"1333",139,2.17467138366414,3.259,0.482,71.808
"1334",88,2.88704853755997,6.16,0.905,32.095
"1335",379,2.13793784296805,3.464,0.021,167.221
"1336",78,2.10983979549787,3.011,0.117,42.422
"1337",78,2.54470889638897,2.995,0.604,42.026
"1338",25,4.81930869674273,4.158,0.535,12.196
"1339",92,2.52082915674164,4.212,0.493,43.275
"134",30,1.70545851783274,1.316,0.086,28.242
"1340",92,2.39041064150777,3.26,0.377,52.044
"1341",51,2.5915899092014,5.193,0.745,24.675
"1342",22,1.79962261620769,1.785,0.773,18.747
"1343",46,2.14790594977809,3.23,0.293,28.623
"1344",160,2.5398822124235,5.622,0.235,54.975
"1345",29,1.99304987988501,2.161,0.236,21.423
"1346",133,2.82332669074646,4.418,0.468,54.503
"1347",55,1.97192337978807,2.283,0.68,37.293
"1348",46,1.82112661714457,1.188,0.084,43.621
"1349",66,1.90437275655256,2.458,0.335,44.436
"135",94,1.97699974578495,2.433,0.261,61.133
"1350",24,1.98735066605222,1.765,0.378,19.343
"1351",84,1.96314581945545,2.385,0.311,54.56
"1352",30,2.21697199505335,2.433,0.501,22.145
"1353",94,3.17825664353226,5.26,0.191,30.934
"1354",123,2.3340032701039,3.322,0.161,62.629
"1355",93,2.39223014382025,3.229,0.199,46.573
"1356",108,2.07799196750075,2.383,0.007,68.157
"1357",63,2.21105055620924,2.374,0.97,40.052
"1358",10,2.37921986352034,1.391,0.881,8.71492204899777
"1359",31,2.33924875527616,2.124,0.575,21.09
"136",123,2.33187774391747,3.408,0.028,59.681
"1360",71,2.18502959805923,3.259,0.09,39.486
"1361",54,4.34056839419565,6.096,0.267,22.152
"1362",139,2.45560558549009,5.219,0.173,49.827
"1363",88,2.36872813809168,3.512,0.528,43.569
"1364",379,2.00305831813312,2.305,0,242.675
"1365",78,2.29399802165978,3.271,0.027,41.902
"1366",78,2.1207425493389,2.851,0.722,50.783
"1367",25,2.35954451171341,2.707,0.214,16.514
"1368",92,2.15206522130804,3.244,0.603,47.549
"1369",92,2.23900237177151,3.332,0.146,47.184
"137",93,1.99707593531212,2.324,0.507,57.641
"1370",51,3.13575768277768,5.054,0.548,26.579
"1371",22,2.06626049655211,3.604,0.901,15.025
"1372",46,2.57810105205525,3.408,0.692,24.914
"1373",160,2.51651064608442,5.198,0.398,53.606
"1374",29,2.19099122794717,2.353,0.259,20.374
"1375",133,2.43210435696842,4.564,0.658,53.503
"1376",55,2.05151992033045,2.396,0.354,38.619
"1377",46,2.54787605686469,3.102,0.713,24.564
"1378",66,2.07263064023435,2.416,0.111,45.554
"1379",24,1.87093304694165,1.913,0.392,19.539
"138",108,2.039324262479,2.325,0.247,68.508
"1380",84,2.37531595824906,4.192,0.908,43.476
"1381",30,1.64787338732022,1.417,0.179,28.03
"1382",94,3.19782887012929,5.964,0.186,33.24
"1383",123,2.64572912417462,4.197,0.37,52.661
"1384",93,2.5989853523643,5.632,0.259,33.463
"1385",108,3.65433475132401,7.039,0.751,39.983
"1386",63,2.41775855705101,3.431,0.597,31.625
"1387",10,2.19707101975028,1.902,0.874,8.3714859437751
"1388",31,3.2584851527782,3.678,0.118,15.421
"1389",71,2.46720009640359,3.405,0.87,39.392
"139",63,2.17013858680879,3.26,0.24,38.53
"1390",54,1.88743018695541,2.372,0.714,37.15
"1391",139,2.8769168579563,4.097,0.059,57.588
"1392",88,2.3350402777357,2.741,0.664,46.021
"1393",379,2.19641886557673,3.428,0.069,165.404
"1394",78,2.35238242866282,3.479,0.176,40.126
"1395",78,2.35625535188699,4.629,0.218,35.456
"1396",25,1.96586128702633,1.237,0.37,23.357
"1397",92,2.0526236521961,2.837,0.831,53.182
"1398",92,2.02039252591862,2.385,0.347,57.097
"1399",51,2.27738039925469,3.23,0.855,30.905
"14",46,1.84690464032516,1.986,0.399,34.46
"140",10,2.63102332245077,2.034,0.806,7.99395161290323
"1400",22,3.52940338440494,4.215,0.907,12.498
"1401",46,2.00979099435299,3.307,0.269,28.624
"1402",160,2.26418761969528,4.893,0.31,66.177
"1403",29,2.03550355807664,2.483,0.35,21.558
"1404",133,1.99751961865784,2.407,0.198,89.091
"1405",55,1.92533219252735,2.161,0.149,38.015
"1406",46,2.86943134714682,3.892,0.777,22.016
"1407",66,2.30944913056693,4.44,0.514,34.297
"1408",24,1.71156656265223,1.405,0.582,22.341
"1409",84,2.9432915670814,5.462,0.677,37.559
"141",31,2.29873599231031,2.1,0.752,21.435
"1410",30,2.71480961883827,3.302,0.071,16.883
"1411",94,2.15657144376166,3.369,0.377,50.628
"1412",123,2.5939776091582,4.939,0.518,48.386
"1413",93,1.93420453502939,2.392,0.063,59.837
"1414",108,2.25831288401347,3.264,0.097,52.74
"1415",63,1.91440205666251,2.251,0.591,42.022
"1416",10,3.25958945104382,2.533,0.816,8.08739837398374
"1417",31,2.82365625982052,2.784,0.071,17.782
"1418",71,2.24436095812035,4.185,0.37,34.516
"1419",54,2.77930720821323,3.778,0.304,24.519
"142",71,2.43769989768284,3.897,0.523,32.899
"1420",139,2.64888369102028,5.85,0.09,51.248
"1421",88,1.99107188132292,2.378,0.163,56.438
"1422",379,2.50699312544044,5.543,0.181,110.823
"1423",78,2.87221168571001,4.966,0.784,30.606
"1424",78,1.79972092629076,2.586,0.128,55.525
"1425",25,2.22086739340517,2.54,0.348,18.362
"1426",92,2.08979271557418,3.281,0.533,49.275
"1427",92,2.53055056847455,6.274,0.574,36.889
"1428",51,2.14179693803118,2.245,0.005,33.101
"1429",22,2.61290496261328,3.047,0.894,13.9
"143",54,2.06777785138279,2.395,0.261,34.83
"1430",46,1.96445363358559,3.489,0.264,28.792
"1431",160,2.41461275184384,5.349,0.512,58.38
"1432",29,2.39807703808007,2.362,0.036,21.247
"1433",133,2.59450505555444,4.556,0.244,50.762
"1434",55,2.23037799917918,3.23,0.794,31.699
"1435",46,2.18832429743002,2.266,0.295,30.062
"1436",66,2.3561790466559,4.192,0.718,31.778
"1437",24,2.45253079347794,3.401,0.046,15.387
"1438",84,2.04674217052709,3.171,0.4,49.168
"1439",30,4.01384720159743,6.413,0.837,15.39
"144",139,2.45056220698373,4.505,0.359,51.823
"1440",94,2.38417772099666,5.908,0.495,43.895
"1441",123,2.01473778626594,2.391,0.543,77.583
"1442",93,1.96179163229124,3.482,0.032,54.964
"1443",108,2.70473790677164,6.633,0.918,49.548
"1444",63,2.36726395160887,3.837,0.959,32.143
"1445",10,1.84614525559653,1.715,0.241,9.21471774193548
"1446",31,3.18347551786449,3.873,0.576,15.69
"1447",71,2.69024151653966,3.869,0.154,31.975
"1448",54,2.08775722667105,2.817,0.696,32.917
"1449",139,3.21534853297494,6.055,0.369,41.502
"145",88,2.01280336921437,2.493,0.028,60.864
"1450",88,2.11516944779306,3.93,0.287,44.327
"146",379,2.08131493462786,3.505,0.606,175.797
"147",78,2.31167713594983,3.121,0.951,41.787
"148",78,2.31567925927842,3.201,0.246,38.956
"149",25,2.59748739894566,2.295,0.123,20.242
"15",66,2.85642945112163,4.515,0.568,31.449
"150",92,2.73681882965898,7.381,0.552,34.619
"151",92,2.35672869182305,3.154,0.537,47.481
"152",51,2.26700553029858,3.255,0.683,29.432
"153",22,2.47670787853218,2.353,0.967,15.189
"154",46,2.16220723992778,4.339,0.696,30.38
"155",160,2.1170290209096,2.294,0.978,98.393
"156",29,3.86542036467261,5.336,0.754,13.388
"157",133,2.3116980219141,4.311,0.129,56.481
"158",55,2.15849081847739,2.131,0.102,35.499
"159",46,2.13725133277023,4.604,0.754,26.633
"16",24,2.63649719170047,3.157,0.628,15.102
"160",66,1.94483210594145,2.187,0.164,44.058
"161",24,2.66975693953658,2.198,0.125,16.396
"162",84,2.71958041445659,2.839,0.444,40.656
"163",30,2.65646118153818,2.205,0.583,18.93
"164",94,2.31405944758923,3.202,0.58,50.106
"165",123,2.14183482469801,2.258,0.011,81.464
"166",93,2.86022158462592,4.634,0.903,35.727
"167",108,2.17975868437428,2.864,0.705,59.048
"168",63,2.43355918296574,3.474,0.714,32.957
"169",10,1.99636345442291,1.46,0.66,9.28265306122449
"17",84,1.94251643749135,2.352,0.43,54.591
"170",31,2.76039393407383,3.311,0.892,17.472
"171",71,2.62984202936416,4.146,0.774,33.282
"172",54,2.38856589515407,2.329,0.623,35.73
"173",139,2.30053490138612,5.338,0.788,54.571
"174",88,2.08869500883295,3.583,0.667,45.609
"175",379,2.72969471812857,7.031,0.181,87.656
"176",78,1.8502629879851,2.152,0.094,53.44
"177",78,2.3181879462888,3.645,0.818,40.646
